d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 230-20610-23 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 6771-21099-48 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 20192026-39 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 crop_science-101002csc220343-25 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 20201020-65 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 230-20611-33 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 field_crops_research-S037842901831075X-48 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 20201020-158 1
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 230-20609-53 1
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 230-20606-277 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 6810-43 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 230-20610-25 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 20181913-11 2
d056cb1d-29d8-4a10-8f1d-b82d87d2489d 0 20201020-30 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6808-43 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 235-4 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 235-11 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 3666-16 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 3663-43 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 201647-2 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6834-21867-1106 0
80e5783e-db02-4cdb-9653-41dc6ba46369 0 3663-30 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6808-41 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6808-40 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6834-21867-1475 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6260-50 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6808-12 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 235-33 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 6260-53 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 3666-40 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 201647-9 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 20171830-35 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 20181922-10 1
80e5783e-db02-4cdb-9653-41dc6ba46369 0 201648-6 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 20181906-3 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 agronomy-10081213-9 0
85912d0c-9948-4f2b-b782-5087db666d2b 0 201626-2 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-689 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 201629-2 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 20192012-3 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 201626-24 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 20192014-4 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171817-1 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171816-3 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-413 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-601 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-461 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171815-1 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171817-3 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-634 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 6830-21467-596 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 201638-1 1
85912d0c-9948-4f2b-b782-5087db666d2b 0 20181907-31 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171811-2 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-5 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-15 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-26 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-27 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-28 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-32 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 587-25 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-16 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-30 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 4698-12 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 4698-40 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 1358-9 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-4998-43 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 587-11 2
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 4947-14291-121 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 1358-4778-5 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 1358-4778-8 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-4998-28 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 3861-7791-11 1
9e26e52d-a094-4fb8-b3f0-73e5548c6798 0 273-4998-12 2
b008a3e3-37af-4b6b-8be6-07e929649b55 0 1377-5 2
b008a3e3-37af-4b6b-8be6-07e929649b55 0 1377-4 1
b008a3e3-37af-4b6b-8be6-07e929649b55 0 1377-20 0
b49cbd26-3b97-4d69-bb56-84f74345c641 0 6901-19 0
b49cbd26-3b97-4d69-bb56-84f74345c641 0 plant_and_soil-101007s111040142202x-11 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 european_journal_of_agronomy-S1161030107001104-142 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 plant_and_soil-101007BF02180053-181 1
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_journal-102134agronj195000021962004200080004x-3 1
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_journal-102134agronj2018100652-95 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_for_sustainable_development-101007s1359301301736-84 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 plant_and_soil-101007BF02370109-3 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_journal-102134agronj196500021962005700020015x-84 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 4947-14291-95 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_journal-102134agronj196500021962005700020015x-4 1
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agriculture_ecosystems_and_environment-S0167880917303365-149 1
b49cbd26-3b97-4d69-bb56-84f74345c641 0 nutrient_cycling_in_agroecosystems-101007s107050045085z-105 1
b49cbd26-3b97-4d69-bb56-84f74345c641 0 5055-15519-24 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 biology_and_fertility_of_soils-101007s003740050292-5 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_journal-102134agronj193400021962002600080003x-23 0
b49cbd26-3b97-4d69-bb56-84f74345c641 0 nutrient_cycling_in_agroecosystems-101007BF01072876-60 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 nutrient_cycling_in_agroecosystems-101007s1070501395767-205 0
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_for_sustainable_development-101007s135930160365y-92 2
b49cbd26-3b97-4d69-bb56-84f74345c641 0 agronomy_for_sustainable_development-101051agro2009031-391 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 the_journal_of_the_science_of_food_and_agriculture-101002jsfa2740560215-31 1
db2c90c4-df32-4fc9-a56e-12e764608806 0 3669-27 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 201640-6 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 plant_and_soil-101007s1110401904167x-10 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 6826-13 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 197-4 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 plant_and_soil-101007s11104019042290-269 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 197-12 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 75-4 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 6774-21119-58 1
db2c90c4-df32-4fc9-a56e-12e764608806 0 journal_of_agronomy_and_crop_science-101111j1439-037x200700250x-11 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 6292-19 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 20192023-12 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 agronomy_for_sustainable_development-101007s135930130189y-93 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 3667-57 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 agronomy_for_sustainable_development-101007s13593020006263-213 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 agronomy_for_sustainable_development-101007s135930160365y-85 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 agronomy_for_sustainable_development-101007s1359301100215-9 0
db2c90c4-df32-4fc9-a56e-12e764608806 0 3798-25 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 agronomy_for_sustainable_development-101007s135930130189y-151 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20192011-3 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181908-1 1
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 6830-21467-634 1
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 201638-8 1
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 230-20610-2 0
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181906-3 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181908-22 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20171813-2 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 1359-54 0
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 6830-21467-670 1
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 6830-21467-615 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181910-42 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181911-25 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 201626-24 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 201638-23 1
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 4360-13 0
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 6300-16253-13 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 408-41 0
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 20181907-15 2
acced6bd-2ce7-42e6-964b-ffe7850af4bf 0 295-534-24 0
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 20181918-23 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_agronomy_and_crop_science-101046j1439-037x200100433x-5 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 20181918-16 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 agronomy_journal-102134agronj196500021962005700020002x-120 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 20181918-3 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 agronomy_journal-102134agronj196500021962005700020002x-114 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 plant_and_soil-101007BF01343398-24 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 718-1281-2 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_agronomy_and_crop_science-101046j1439-037x200100433x-2 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_plant_nutrition_and_soil_science-101002jpln19891520206-96 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 the_journal_of_the_science_of_food_and_agriculture-101002jsfa2740141307-483 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 plant_and_soil-101007BF00029282-4 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_agronomy_and_crop_science-101111j1439-037x1996tb00231x-11 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 agronomy_journal-102134agronj198900021962008100040023x-76 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 6774-21124-6 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 973-12 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 20181918-11 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_agronomy_and_crop_science-101046j1439-037x200100433x-30 2
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 agronomy_journal-102134agronj195300021962004500020006x-14 1
8d7dba52-73cd-422a-8612-99bfc3d9e4b3 0 journal_of_agronomy_and_crop_science-101111j1439-037x1986tb00041x-42 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 journal_of_agronomy_and_crop_science-101111j1439-037x1992tb00989x-10 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20181905-5 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 journal_of_agronomy_and_crop_science-101111j1439-037x1992tb00989x-37 0
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201617-4 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20181904-3 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 1099-23 0
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20171806-3 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20181905-55 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 irrigation_science-101007BF00189996-34 0
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201620-23 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201621-8 1
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20171806-5 1
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 agronomy-8060083-185 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 journal_of_agronomy_and_crop_science-101111j1439-037x1992tb00989x-38 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201621-55 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201620-27 2
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 201620-6 1
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 journal_of_agronomy_and_crop_science-101046j1439-037x200300031x-66 0
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 20171807-8 1
591b246c-cd00-4b67-9b2d-60dfeed4ec9c 0 irrigation_science-101007BF00189996-14 0
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-34 0
7aed2559-44be-40a6-899e-994b2e566204 0 soil_science_society_of_america_journal-101002saj220133-29 1
7aed2559-44be-40a6-899e-994b2e566204 0 agronomy_journal-102134agronj20130106-29 0
7aed2559-44be-40a6-899e-994b2e566204 0 agronomy_journal-102134agronj196800021962006000020019x-78 0
7aed2559-44be-40a6-899e-994b2e566204 0 land_degradation_and_development-101002ldr453-53 0
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-3 2
7aed2559-44be-40a6-899e-994b2e566204 0 20192024-52 2
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-40 1
7aed2559-44be-40a6-899e-994b2e566204 0 20192022-49 2
7aed2559-44be-40a6-899e-994b2e566204 0 crop_science-101002csc220365-75 2
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-61 2
7aed2559-44be-40a6-899e-994b2e566204 0 4446-20195-292 2
7aed2559-44be-40a6-899e-994b2e566204 0 agronomy_journal-102134agronj2018080492-75 2
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-59 0
7aed2559-44be-40a6-899e-994b2e566204 0 crop_science-101002csc220365-109 2
7aed2559-44be-40a6-899e-994b2e566204 0 agronomy_journal-102134agronj199700021962008900020012x-99 0
7aed2559-44be-40a6-899e-994b2e566204 0 6826-23 1
7aed2559-44be-40a6-899e-994b2e566204 0 20192020-35 0
7aed2559-44be-40a6-899e-994b2e566204 0 20192022-33 2
7aed2559-44be-40a6-899e-994b2e566204 0 land_degradation_and_development-101002ldr453-78 0
b1456028-0322-4b8e-9794-637dc1365864 0 273-4765-5 2
b1456028-0322-4b8e-9794-637dc1365864 0 20181919-6 2
b1456028-0322-4b8e-9794-637dc1365864 0 201659-3 2
b1456028-0322-4b8e-9794-637dc1365864 0 6336-16327-11 2
b1456028-0322-4b8e-9794-637dc1365864 0 6365-35 2
b1456028-0322-4b8e-9794-637dc1365864 0 201658-6 2
b1456028-0322-4b8e-9794-637dc1365864 0 3858-7782-12 2
b1456028-0322-4b8e-9794-637dc1365864 0 3869-60 2
b1456028-0322-4b8e-9794-637dc1365864 0 3934-20 2
b1456028-0322-4b8e-9794-637dc1365864 0 6365-12 2
b1456028-0322-4b8e-9794-637dc1365864 0 201659-13 2
b1456028-0322-4b8e-9794-637dc1365864 0 201659-6 2
b1456028-0322-4b8e-9794-637dc1365864 0 201658-2 2
b1456028-0322-4b8e-9794-637dc1365864 0 3858-7782-15 1
b1456028-0322-4b8e-9794-637dc1365864 0 201659-10 2
b1456028-0322-4b8e-9794-637dc1365864 0 1008-35 2
b1456028-0322-4b8e-9794-637dc1365864 0 3858-7781-30 2
b1456028-0322-4b8e-9794-637dc1365864 0 3934-3 2
b1456028-0322-4b8e-9794-637dc1365864 0 1358-9 2
b1456028-0322-4b8e-9794-637dc1365864 0 agronomy_journal-102134agronj199400021962008600010017x-93 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 20181918-3 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_journal-102134agronj2018060419-181 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 nutrient_cycling_in_agroecosystems-101007s1070500993036-73 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy-8090193-499 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_for_sustainable_development-101007s135930160365y-36 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_journal-102134agronj192800021962002000110010x-9 1
0f0a4f68-4038-48a8-8e40-991d7998483e 0 20181912-7 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 nutrient_cycling_in_agroecosystems-101007s1070501496438-120 1
0f0a4f68-4038-48a8-8e40-991d7998483e 0 20171826-7 1
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_for_sustainable_development-101007s1359301301807-177 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 699-20 1
0f0a4f68-4038-48a8-8e40-991d7998483e 0 6767-21312-43 0
0f0a4f68-4038-48a8-8e40-991d7998483e 0 soil_and_tillage_research-S0167198718301788-169 1
0f0a4f68-4038-48a8-8e40-991d7998483e 0 5016-14757-2 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 field_crops_research-S0378429019310998-293 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_for_sustainable_development-101007s1359301905591-122 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 nutrient_cycling_in_agroecosystems-101007s1070501899604-18 0
0f0a4f68-4038-48a8-8e40-991d7998483e 0 20171826-2 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy-3010148-15 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 agronomy_for_sustainable_development-101007s1359301905591-55 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj195900021962005100060010x-110 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 plant_and_soil-101007s1110401109282-51 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 plant_and_soil-101007BF02277954-2 2
011b1dd5-2d03-4002-b3df-86f682cf5144 0 20192024-2 2
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj195900021962005100060010x-4 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj195900021962005100060010x-81 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj196600021962005800040027x-2 2
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj197200021962006400060021x-17 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj196400021962005600040017x-97 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy-10101505-102 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 plant_and_soil-101007s1110401733417-61 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy-10101505-51 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj196600021962005800040027x-15 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj197200021962006400060021x-45 1
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy-10030338-137 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 crop_science-102135cropsci19860011183x002600050039x-5 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj198700021962007900040031x-23 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy-10040576-7 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 plant_and_soil-101007BF00011415-40 0
011b1dd5-2d03-4002-b3df-86f682cf5144 0 agronomy_journal-102134agronj196400021962005600060021x-91 1
b229bb50-7f75-4a8c-8b11-262d32ef6eaa 0 20192009-4 2
b229bb50-7f75-4a8c-8b11-262d32ef6eaa 0 6214-17 2
